Date,truth,pred
2019-02-17,94.76,92.48247967130892
2019-02-18,67.36,60.748458957449685
2019-02-19,46.52,56.37684152273732
2019-02-20,35.97,36.343311046938815
2019-02-21,99.02,89.31252370473977
2019-02-22,34.56,33.91634755264103
2019-02-23,26.57,35.088650174885785
2019-02-24,34.26,38.418181358438275
2019-02-25,63.82,54.10099695807938
2019-02-26,43.27,48.420839453636944
2019-02-27,87.81,67.22827023606986
2019-02-28,35.62,41.001791902891085
2019-03-01,38.72,52.70594511419881
2019-03-02,46.92,44.74294832255681
2019-03-03,52.63,57.48843585783558
2019-03-04,42.11,42.67694204294485
2019-03-05,47.34,46.23519808734202
2019-03-06,20.99,26.963895292354923
2019-03-07,40.64,49.048922418584226
2019-03-08,43.07,53.83051779164812
2019-03-09,65.08,62.877314413675784
2019-03-10,50.78,64.64483890576471
2019-03-11,56.15,63.02624643693824
2019-03-12,56.87,61.781978704357854
2019-03-13,69.38,61.756551673280654
2019-03-14,49.84,57.988259969492084
2019-03-15,50.08,53.83370379658979
2019-03-16,52.41,53.22704167339313
2019-03-17,70.52,79.04411366482299
2019-03-18,59.58,75.80676377896971
2019-03-19,22.36,26.634986078295213
2019-03-20,45.31,47.867217462848444
2019-03-21,76.2,87.67624804392702
2019-03-22,105.11,91.2460038698854
2019-03-23,40.92,34.72355510429989
2019-03-24,45.85,42.8196660376729
2019-03-25,51.34,64.53238571590069
2019-03-26,31.2,29.807991349776024
2019-03-27,37.73,52.70344456016446
2019-03-28,60.4,80.24326936401583
2019-03-29,79.51,80.63660818814105
2019-03-30,102.63,99.17198048369077
2019-03-31,24.06,39.31587017454173
2019-04-01,18.11,21.377123402302296
2019-04-02,16.38,19.92479296990174
2019-04-03,79.95,53.55593837121372
2019-04-04,36.89,33.318125899249026
2019-04-05,22.58,34.03883385844751
2019-04-06,37.85,44.40987883716815
2019-04-07,20.07,23.142827374923918
2019-04-08,51.77,47.70646278592923
2019-04-09,47.33,40.335480542579305
2019-04-10,36.25,49.80637716497278
2019-04-11,54.75,47.8869159058163
2019-04-12,85.38,63.68699019087508
2019-04-13,49.28,45.54945747853488
2019-04-14,31.64,38.129479963317
2019-04-15,49.29,53.42462179985781
2019-04-16,73.33,69.67997626216838
2019-04-17,38.23,39.29344897139601
2019-04-18,89.21,74.0027856017783
2019-04-19,25.27,29.85499781490386
2019-04-20,24.33,30.917945944413926
2019-04-21,28.51,32.22975555104657
2019-04-22,78.29,52.97318696765125
2019-04-23,48.24,52.99834243684636
2019-04-24,47.99,43.73263014820477
2019-04-25,54.1,41.87152511978074
2019-04-26,53.4,58.31191678878213
2019-04-27,44.41,46.46928737308451
2019-04-28,32.6,33.228658951946215
2019-04-29,50.09,73.3614131158015
2019-04-30,44.14,37.15826957756828
2019-05-01,18.96,20.58881185273779
2019-05-02,50.37,47.70761745775893
2019-05-03,61.65,63.83703536747517
2019-05-04,28.93,26.51504651456889
2019-05-05,70.83,63.52433807693683
2019-05-06,72.87,77.97022940234602
2019-05-07,60.95,65.70757012279236
2019-05-08,34.03,31.96029940651195
2019-05-09,84.76,76.01829383951949
2019-05-10,50.89,58.651723299962924
2019-05-11,27.53,23.0528159418878
2019-05-12,44.23,45.74822956845593
2019-05-13,60.53,54.04539709790487
2019-05-14,112.71,108.16756180681158
2019-05-15,67.33,77.32031443097081
2019-05-16,41.85,45.27850958403278
2019-05-17,28.6,28.551356398750634
2019-05-18,38.52,40.001547571883236
2019-05-19,51.98,50.9280818177259
2019-05-20,32.69,31.281062139593203
2019-05-21,54.87,47.51961179477267
2019-05-22,90.96,77.43669280221435
2019-05-23,43.89,51.66307004274044
2019-05-24,31.13,35.87772695102453
2019-05-25,58.89,64.64648871098437
2019-05-26,96.38,94.91868422434239
2019-05-27,61.69,65.77333225596429
2019-05-28,54.61,53.90331116418849
2019-05-29,113.17,88.25769041913257
2019-05-30,19.12,26.933192822500416
2019-05-31,68.0,57.05480624710659
2019-06-01,21.31,25.429506126424645
2019-06-02,56.88,63.73139157416104
2019-06-03,55.41,64.2754272491681
2019-06-04,26.2,30.73119527038751
2019-06-05,96.68,94.36212398885684
2019-06-06,38.92,26.70163600707923
2019-06-07,43.7,45.271590882546484
2019-06-08,124.91,116.40140149568217
2019-06-09,39.45,44.312308437265386
2019-06-10,77.5,68.44895052996415
2019-06-11,39.39,25.2326767981202
2019-06-12,22.06,25.107686473344497
2019-06-13,67.74,75.53924837777572
2019-06-14,54.28,66.60674755663219
2019-06-15,54.98,72.9600592836275
2019-06-16,219.73,137.77299102985552
2019-06-17,74.94,64.22057901330867
2019-06-18,63.37,54.500930387674984
2019-06-19,52.06,47.676921499414625
2019-06-20,44.82,42.912677037197
2019-06-21,131.2,90.99494612357572
2019-06-22,49.37,48.58087343847392
2019-06-23,108.94,115.90553242596175
2019-06-24,58.99,72.42433208784614
2019-06-25,48.6,47.57308784178875
2019-06-26,54.38,46.401944374826186
2019-06-27,34.32,32.56920262351542
2019-06-28,102.37,99.04702006570584
2019-06-29,26.76,32.1697724390186
2019-06-30,54.17,57.72823600639066
2019-07-01,30.54,29.598052669687284
2019-07-02,135.19,93.91624388627515
2019-07-03,43.58,53.23278855339498
2019-07-04,105.56,90.4500998150918
2019-07-05,61.58,65.65548608443949
2019-07-06,55.55,72.81632375688389
2019-07-07,46.02,48.52089608738409
2019-07-08,33.66,35.97685102258248
2019-07-09,23.7,28.385600726785476
2019-07-10,62.79,64.73190120710387
2019-07-11,29.95,34.012073709116066
2019-07-12,44.1,57.17805029607282
2019-07-13,71.03,76.40972277923511
