Date,truth,pred
2019-07-08,148.61,134.4024827290409
2019-07-09,54.53,63.360031540897246
2019-07-10,14.82,16.119227484299905
2019-07-11,24.61,33.78341779175989
2019-07-12,21.91,28.783163428436097
2019-07-13,37.27,33.7646818634033
2019-07-14,67.24,62.27059333549769
2019-07-15,45.56,34.81099270310269
2019-07-16,24.18,35.075723127389566
2019-07-17,26.4,38.25265717760154
2019-07-18,22.61,21.632861602752612
2019-07-19,106.43,129.94643685008538
2019-07-20,41.37,61.30569166203384
2019-07-21,31.79,40.0630897969389
2019-07-22,33.74,38.35873457362404
2019-07-23,18.52,23.769917622118196
2019-07-24,112.55,89.10509751615125
2019-07-25,55.79,42.239670835539634
2019-07-26,15.5,10.329152976409826
2019-07-27,27.5,19.43117410549514
2019-07-28,24.9,24.19896409219328
2019-07-29,24.07,33.36383267479377
2019-07-30,54.89,67.01562519860292
2019-07-31,45.24,19.849009215560784
2019-08-01,28.22,21.08410503642288
2019-08-02,23.32,28.44589298791942
2019-08-03,54.32,72.75677544555582
2019-08-04,54.62,57.69925838534441
2019-08-05,58.17,66.30722422580715
2019-08-06,27.18,19.257485123089893
2019-08-07,103.87,100.98681578262361
2019-08-08,29.2,35.37293584233318
2019-08-09,150.33,153.76630614183006
2019-08-10,35.45,34.96153491280418
2019-08-11,25.72,29.748149912749696
2019-08-12,30.72,26.057840324719265
2019-08-13,24.76,38.98336000262355
2019-08-14,15.44,25.5487210249588
2019-08-15,14.54,6.8409558673309
2019-08-16,58.57,49.80122560275056
2019-08-17,56.46,61.91475084642704
2019-08-18,221.93,148.15127567775016
2019-08-19,39.08,53.85012428359245
2019-08-20,21.75,20.737046361541406
2019-08-21,35.44,32.32693847362676
2019-08-22,11.33,12.686490969496013
2019-08-23,35.91,30.581669155075456
2019-08-26,24.63,16.38899466517047
2019-08-27,77.42,75.04490653522407
2019-08-28,73.92,93.7694215846545
2019-08-29,36.44,35.2611796089753
2019-08-30,39.26,27.48069742804805
2019-08-31,46.62,48.79778758906383
2019-09-01,27.52,23.831085083192697
2019-09-02,33.02,20.010554631984782
2019-09-03,174.03,136.71895291524453
2019-09-04,64.58,96.43238803947959
2019-09-05,41.67,35.70170182295007
2019-09-06,47.8,43.854292031349
2019-09-07,53.32,59.49264714035709
2019-09-08,52.64,35.52712666148239
2019-09-09,155.83,149.78516236862822
2019-09-10,146.1,133.55726383571715
2019-09-11,27.89,25.645313003628996
2019-09-12,20.68,31.004030494710996
2019-09-13,47.94,76.70945227117795
2019-09-14,57.51,55.69578028141282
2019-09-15,60.98,88.76437503339109
2019-09-16,48.66,67.40795770475299
2019-09-17,39.62,37.44666414071923
2019-09-18,78.08,43.640775802304184
2019-09-19,34.9,37.26246177890362
2019-09-20,128.92,139.72041388610256
2019-09-21,148.47,160.31291432172674
2019-09-22,63.86,62.92646549021376
2019-09-23,28.48,27.55429074826395
2019-09-24,39.78,80.10051441842339
2019-09-25,55.58,49.32263837455099
2019-09-26,27.07,24.90234985882634
2019-09-27,29.99,32.156008093056016
2019-09-28,66.86,44.73423320251137
2019-09-29,20.09,19.395954267211607
2019-09-30,62.87,63.88883781983679
2019-10-01,137.05,127.3756641554818
2019-10-02,74.16,66.7925787040012
2019-10-03,74.98,88.50761215578596
2019-10-04,41.63,71.39519066426813
2019-10-05,41.6,26.58420090771044
2019-10-06,29.01,24.822208294322415
2019-10-07,24.14,17.91688979370684
2019-10-08,140.05,144.7492460243884
2019-10-09,32.01,55.15690128247298
2019-10-10,45.61,48.81543857806318
2019-10-18,84.41,70.10967749748693
2019-10-19,27.87,38.781008288828595
2019-10-20,16.29,38.99509572837438
2019-10-21,60.23,51.09981649741695
2019-10-22,74.82,114.6781316917777
2019-10-23,32.26,24.580572946129198
2019-10-24,39.81,50.53250965446564
2019-10-25,12.03,23.62407684224835
2019-10-26,52.38,67.33020893396471
2019-10-27,62.11,50.53141283044954
2019-10-28,43.24,54.48543721746714
2019-10-29,22.09,20.31868531402972
2019-10-30,160.69,140.74806493764453
2019-10-31,22.15,43.58353840460464
2019-11-01,38.61,35.62598595089968
2019-11-02,77.72,69.88223616430606
2019-11-03,8.8,5.731935854916857
2019-11-04,42.78,34.94826897357476
2019-11-05,41.31,31.32747458826197
2019-11-06,34.69,34.00429601384812
2019-11-07,64.23,64.62947738705847
2019-11-08,65.12,47.546812210700054
2019-11-09,32.98,46.84531112233208
2019-11-10,248.12,196.94251416537514
2019-11-11,14.67,25.08958461461702
2019-11-12,93.43,80.44830662570466
2019-11-13,55.78,55.16212914513318
2019-11-14,214.73,109.23464148251601
2019-11-15,62.09,65.24918400843367
2019-11-16,66.28,63.66713684291249
2019-11-17,68.81,120.72219145194013
2019-11-18,43.14,58.33734940432552
2019-11-19,69.46,89.58852700897911
2019-11-20,31.91,26.694692003122057
2019-11-21,62.25,63.44800401395117
2019-11-22,38.35,56.84274899780287
2019-11-23,43.4,54.61381736483971
2019-11-24,41.64,39.90199337122825
2019-11-25,80.27,96.37884626436997
2019-11-26,36.18,27.222942052558466
2019-11-27,79.32,99.71250379237637
2019-11-28,70.27,79.75638621926971
2019-11-29,124.02,77.29552037496609
2019-11-30,26.99,17.43566606564127
2019-12-01,38.7,41.20425450605533
2019-12-02,44.56,43.90636899069525
2019-12-03,154.49,128.4571702895817
2019-12-04,49.3,70.59474101796725
2019-12-05,23.68,21.18240097478329
2019-12-06,110.95,115.80821373742012
2019-12-07,60.87,72.49903437594709
2019-12-08,16.26,24.78595970881268
2019-12-09,16.26,22.176037305653626
