Date,truth,pred
2019-03-20,66.41,73.55010991713152
2019-03-21,25.71,28.326898534169977
2019-03-22,82.22,78.05478633265867
2019-03-23,34.82,28.68602123390263
2019-03-24,38.68,50.49591316519196
2019-03-25,30.04,29.458854505118993
2019-03-26,84.71,93.30477345042067
2019-03-27,57.19,80.78308054994221
2019-03-28,111.26,106.86933939119572
2019-03-29,30.4,40.28984466415809
2019-03-30,94.98,84.43337241525654
2019-03-31,125.88,127.80374390476959
2019-04-01,82.41,97.26070991174805
2019-04-02,73.58,51.26091697697407
2019-04-03,53.22,49.92697800613325
2019-04-11,79.1,91.21530822796669
2019-04-12,74.6,76.92625882771569
2019-04-13,87.11,86.52196908035208
2019-04-14,58.33,53.453747844304736
2019-04-25,69.26,60.39468495527175
2019-04-26,33.21,31.31364912246491
2019-04-27,134.63,117.74353645899748
2019-04-28,69.43,72.87893480167907
2019-04-29,46.65,46.99179094839307
2019-04-30,27.41,42.17952966036516
2019-05-01,49.8,46.67902716294135
2019-05-02,32.95,29.06951773246343
2019-05-09,55.53,48.88929969716725
2019-05-10,77.18,85.27297041082602
2019-05-12,114.28,109.3065359437752
2019-05-13,84.24,90.40466808824019
2019-05-14,64.22,71.18929849571174
2019-05-22,53.87,47.08672484975288
2019-05-23,14.37,26.688829764219683
2019-05-24,23.5,27.21897658396876
2019-05-25,11.68,7.191837716262903
2019-05-26,59.41,64.3416463324811
2019-05-27,72.91,83.09431378108641
2019-05-28,14.82,12.417827515581923
2019-05-30,41.25,101.33899864188098
2019-05-31,65.01,69.99303651741297
2019-06-01,67.12,78.64735727270849
2019-06-04,122.45,110.86697987495432
2019-06-05,63.4,78.42627751701414
2019-06-06,35.52,31.834126616738814
2019-06-07,84.2,92.3179366854406
2019-06-08,158.4,119.93741490451023
2019-06-09,18.95,22.590957464886962
2019-06-10,80.49,85.0331019009424
2019-06-11,58.09,74.98858715200413
2019-06-12,89.4,96.92499187164879
2019-06-13,32.15,33.608810278151395
2019-06-14,18.88,30.086770443483495
2019-06-15,53.98,61.16050664169658
2019-06-17,144.01,115.94600758532485
2019-06-18,35.88,38.95141557371498
2019-06-19,79.59,89.30666753621523
2019-06-20,102.32,98.99264852173812
2019-06-21,87.16,75.60625791095455
2019-06-22,61.67,65.21047511260488
2019-06-23,122.91,89.27515612407777
2019-06-24,89.38,103.96774730441223
2019-06-25,99.98,80.48568607376077
2019-06-26,52.02,51.417989395445076
2019-06-27,91.29,91.49209488926283
2019-06-28,38.52,30.752898991861223
2019-06-29,27.87,27.964366259457357
2019-06-30,52.91,51.754011715494315
2019-07-01,28.96,34.46381042573952
2019-07-02,84.18,98.65281339832896
2019-07-03,64.93,68.72655172143382
2019-07-04,12.09,3.499074457868492
2019-07-05,90.37,95.8492167697882
2019-07-06,53.83,50.4661419449751
2019-07-07,12.71,16.245149471592462
2019-07-08,104.98,106.81077438881238
2019-07-09,52.31,49.26002896356269
2019-07-10,71.77,71.64014516553434
2019-07-11,87.09,66.59721622451809
2019-07-12,106.56,97.26075681886445
2019-07-13,22.36,22.51191776640519
2019-07-14,55.9,42.09600999768606
2019-07-15,29.74,27.76659028975923
2019-07-16,83.68,88.1570946875706
2019-07-17,42.67,40.0174259763319
2019-07-18,97.36,80.1170303756127
2019-07-19,66.18,63.30371117294745
2019-07-20,60.56,58.63404282688361
2019-07-21,52.66,57.09196134033504
2019-07-22,52.0,56.517433065167616
2019-07-23,76.72,88.72451326895529
2019-07-24,86.71,90.04440755439236
2019-07-25,109.25,102.22128226051527
2019-07-26,32.68,35.0464051640995
2019-07-27,25.35,19.818181095811212
2019-07-29,66.86,85.36779896882999
2019-07-30,17.13,16.585707309922196
2019-07-31,191.33,163.49171635600146
2019-08-01,68.34,69.01920110077992
2019-08-02,45.7,50.51220091034291
2019-08-03,62.05,72.31207710323028
2019-08-06,84.31,93.31665449866082
2019-08-13,30.19,34.92464407267024
2019-08-14,53.86,58.01943830288814
2019-08-15,152.57,155.7169769880614
2019-08-16,18.76,27.731726900969996
2019-08-17,76.89,86.2494860667806
2019-08-18,21.72,45.4995607130521
2019-08-19,59.95,77.25217474359937
2019-08-20,78.91,67.75903540208455
2019-08-21,28.62,26.717353080219645
2019-08-22,56.8,62.07759836988401
2019-08-23,60.96,86.37905831529619
2019-08-24,33.44,28.44373208609675
2019-08-25,76.21,80.14709264066096
2019-08-26,30.48,25.659577261428907
2019-08-27,43.3,56.8588968514842
2019-08-28,55.2,58.74982433103778
2019-08-29,52.27,58.11810124667968
2019-08-30,62.66,69.73466613988464
2019-09-01,43.88,25.424548628086875
2019-09-02,49.75,48.55989174472536
2019-09-04,46.32,45.605550770681376
2019-09-05,31.92,34.66871773196503
2019-09-06,112.37,107.48297072089528
2019-09-07,90.77,98.55893452553423
2019-09-08,81.95,84.46318980561654
2019-09-09,37.47,35.54501720984115
2019-09-10,8.93,6.103889382786022
2019-09-11,84.36,97.84600647738114
2019-09-12,65.97,65.28686121238243
2019-09-13,99.7,107.3417946621951
2019-09-14,50.29,41.420586064350516
2019-09-15,32.24,33.542830960992504
2019-09-16,105.37,100.91808130078843
2019-09-17,97.91,103.22754561343726
2019-09-18,123.81,138.21758570275622
2019-09-19,61.45,58.3540709681379
2019-09-20,24.34,10.055326066161356
2019-09-21,27.29,26.389565513591947
2019-09-22,63.39,69.04787274653742
2019-09-23,43.18,40.88903097268551
2019-09-25,65.29,74.44674864423757
2019-09-26,31.58,41.35823700612999
2019-09-27,15.64,21.35000556028541
2019-09-28,52.62,57.868942576276716
