Date,truth,pred
2020-03-20,72.12,55.219690339922195
2020-03-21,37.77,44.91965853428495
2020-03-22,58.96,44.701964744554786
2020-03-23,40.09,43.806666481032615
2020-03-24,18.0,15.638421672507679
2020-03-25,56.15,56.38848137398269
2020-03-26,54.36,40.55876417526069
2020-03-27,12.17,10.034032570314608
2020-03-28,85.15,55.0513307927466
2020-03-29,11.0,15.644388720633124
2020-03-30,11.0,16.662471904322448
2020-03-31,100.41,122.104057696304
2020-04-01,18.84,33.23816323398275
2020-04-02,20.29,23.72480484463251
2020-04-03,43.53,45.538266932648426
2020-04-04,56.29,79.61647521681265
2020-04-05,18.63,23.129936045793297
2020-04-06,50.88,58.25235194858328
2020-04-07,71.54,62.57760750922882
2020-04-08,11.4,15.01326949971239
2020-04-09,81.31,64.3012790003485
2020-04-10,52.56,59.04285935689145
2020-04-11,101.74,125.8066941914726
2020-04-12,52.07,42.3948990114173
2020-04-13,53.4,42.93874239372679
2020-04-14,43.2,46.53518140979151
2020-04-15,113.48,89.33053444081496
2020-04-16,60.26,41.94756029493877
2020-04-17,43.84,51.07107264389557
2020-04-23,90.96,46.33149996569245
2020-04-24,11.0,18.978167640144733
2020-04-25,32.4,32.65907031413623
2020-04-26,35.51,39.88538320463909
2020-04-27,67.94,87.4157164138782
2020-04-28,57.34,43.78820332599162
2020-04-29,46.5,45.542574892257555
2020-04-30,45.82,36.78717130233411
2020-05-01,48.98,65.984629280013
2020-05-02,55.68,58.274220005871236
2020-05-03,53.93,60.629007873875395
2020-05-04,27.08,25.141056072001106
2020-05-05,68.23,56.14871476468937
2020-05-06,79.89,63.94066284390151
2020-05-07,88.14,120.49786182237187
2020-05-08,11.0,14.898382815090631
2020-05-09,11.0,12.531419791665897
2020-05-10,159.44,161.42788364690483
2020-05-11,106.54,94.88294386268944
2020-05-12,60.69,42.76350134594681
2020-05-13,49.33,42.55677639241546
2020-05-14,34.74,54.44663328162278
2020-05-15,58.39,56.468172936348594
2020-05-16,58.71,45.57016357931373
2020-05-17,34.5,34.78082787964822
2020-05-18,121.03,127.85832780429327
2020-05-19,118.18,117.30796341408066
2020-05-20,11.0,10.597618417202423
2020-05-21,44.57,27.69388843302228
2020-05-22,11.75,18.111414093633467
2020-05-23,90.55,59.60781407012041
2020-05-24,44.65,57.89080569078267
2020-05-25,13.14,23.182162734508047
2020-05-26,217.13,163.75325015174508
2020-05-27,55.22,68.44298000538895
2020-05-28,82.65,76.26986913615549
2020-05-29,45.71,50.51887216344558
2020-05-30,85.68,73.77489298903605
2020-05-31,69.58,81.02195486685326
2020-06-01,38.02,40.1089465730432
